Speed
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
3
3
4
6
7
7
8
9
9
8
9
8
6
4
4
5
6
4
6
6
3
3
4
5
4
2
2
2
3
3
5
7
7
6
9
9
9
9
7
6
7
7
8
8
7
7
7
6
6
5
4
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
5
6
5
2
1
3
2
0
2
4
6
7
9
9
9
11
14
17
17
18
21
23
24
20
18
20
22
24
26
29
31
31
29
28
26
20
18
18
20
22
23
24
24
25
26
25
23
18
13
13
14
16
19
22
22
18
10
9
9
12
15
17
19
20
22
20
17
15
14
16
18
22
24
23
26
27
28
29
30
28
25
20
15
13
12
11
10
7
5
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
6
10
12
14
16
19
22
19
15
17
18
18
22
24
24
24
25
24
22
20
17
11
6
3
1
1
0
0
0
2
5
7
7
6
8
10
12
14
17
19
19
21
23
24
26
25
25
25
26
26
26
25
24
24
24
25
25
25
26
28
28
29
29
30
30
29
30
30
30
30
31
30
29
27
24
23
22
20
17
16
15
11
7
5
4
3
1
0
0
0
0
0
0
0
0
0
3
6
8
7
6
6
8
9
8
8
10
12
12
11
10
10
10
11
12
13
12
11
12
11
12
13
12
12
12
12
10
6
5
5
5
5
5
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
2
1
2
2
3
1
0
0
0
0
0
0
0
0
2
4
4
4
3
4
4
3
3
4
4
5
5
4
5
7
7
10
11
11
12
13
12
10
10
9
5
5
7
7
6
6
6
7
8
9
9
9
11
11
12
14
16
18
21
24
28
27
26
24
23
24
25
25
24
24
22
19
11
4
1
0
0
0
2
7
5
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13
19
22
24
28
34
40
42
47
51
57
64
63
62
58
54
48
45
43
42
42
43
43
43
42
41
40
41
42
42
42
43
43
41
41
38
37
35
33
31
30
29
28
27
28
30
32
35
37
36
38
38
38
40
39
38
40
41
43
42
42
43
43
43
42
43
41
42
41
41
42
41
42
55
59
59
56
55
54
54
54
53
52
51
51
50
50
49
49
50
50
49
47
46
45
46
37
23
13
8
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
7
14
17
18
23
24
25
29
31
34
38
41
43
45
45
45
7
8
10
13
16
19
22
26
27
26
24
21
21
23
26
29
32
35
38
41
43
42
42
43
42
42
41
41
42
21
12
9
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
5
5
3
1
3
6
9
10
10
13
17
19
19
17
16
17
19
21
22
24
24
23
26
28
30
33
35
34
31
28
27
26
28
29
29
30
32
33
34
34
33
33
34
35
34
35
34
33
34
34
34
33
30
31
31
30
28
26
26
27
27
25
21
18
17
16
16
17
20
23
27
30
29
26
24
22
23
25
27
30
32
35
37
38
39
40
40
40
40
40
40
38
37
36
35
34
34
32
32
35
38
39
38
39
41
42
41
43
45
46
47
48
49
47
45
37
37
36
37
37
38
39
40
41
43
42
41
43
46
49
54
52
47
46
50
53
54
54
53
51
49
48
47
46
45
46
46
46
47
47
47
47
47
47
59
50
47
45
39
42
41
41
41
41
41
41
40
41
41
41
41
40
40
40
40
40
39
38
34
29
26
25
26
24
25
28
30
32
33
33
34
37
36
35
35
33
31
29
29
27
18
14
10
9
9
7
9
12
11
9
11
14
18
22
26
32
35
38
40
41
41
41
42
43
42
41
41
40
39
38
39
39
39
38
38
37
36
36
35
35
35
34
34
33
36
43
34
34
35
36
38
40
41
43
36
34
33
32
32
31
31
31
33
36
36
36
36
35
36
38
39
39
42
45
49
50
50
48
47
48
51
49
47
50
54
59
67
70
70
72
70
68
59
54
51
48
48
47
43
42
41
41
40
38
38
39
39
39
40
41
42
43
50
50
49
49
49
49
51
52
53
52
51
49
41
39
32
24
23
24
26
28
32
34
37
39
38
37
40
43
46
48
46
48
49
53
53
53
51
50
49
48
48
47
47
48
48
47
46
45
51
50
50
47
47
50
51
49
46
38
33
30
29
28
30
32
35
39
43
46
47
49
52
52
52
53
56
58
59
60
62
65
65
65
65
68
71
75
79
83
87
90
90
91
89
86
80
74
72
72
74
77
80
83
86
88
89
88
86
83
82
80
78
80
80
78
76
75
72
73
72
65
58
52
29
36
40
39
37
35
35
36
38
39
40
43
45
47
49
49
49
48
47
46
13
12
17
13
10
10
10
12
13
13
14
16
17
17
16
17
19
23
25
27
29
33
