Speed
59
58
56
55
54
53
51
48
46
43
42
27
28
32
37
40
43
48
52
56
56
57
58
59
59
60
58
59
60
62
64
64
63
62
59
53
51
50
51
53
55
56
56
58
58
57
57
60
63
66
70
74
77
83
85
87
88
86
87
84
82
81
77
74
71
68
66
64
63
61
60
59
62
66
71
76
78
78
76
72
67
66
66
68
70
69
67
68
71
71
69
70
71
71
71
70
72
72
73
74
75
77
77
78
76
73
69
65
62
60
60
62
62
64
65
62
59
54
52
49
47
45
66
66
67
70
71
69
67
66
64
63
60
56
55
55
55
55
54
55
56
58
62
64
68
72
73
75
75
70
66
63
61
59
61
63
65
62
59
58
58
59
57
55
56
57
57
58
57
55
55
54
54
54
51
48
48
48
47
48
47
48
49
50
52
55
57
59
60
61
62
61
57
53
51
51
51
51
50
49
48
48
49
50
49
48
47
46
42
37
35
34
34
33
35
37
40
10
10
11
14
17
21
25
30
32
37
40
32
37
41
45
49
52
52
52
53
49
35
32
28
28
28
31
32
31
29
28
29
32
36
39
41
42
42
56
55
54
53
53
51
50
49
48
48
48
48
49
48
46
47
48
48
49
51
50
49
48
47
46
47
48
48
50
53
52
52
53
53
51
45
41
39
36
37
38
39
40
42
48
45
46
48
48
50
52
52
50
48
49
50
48
47
45
35
40
50
54
59
62
62
63
62
62
60
56
51
48
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
6
7
7
6
7
7
8
8
7
6
6
3
3
4
4
3
2
1
0
0
2
6
8
8
9
12
11
8
7
7
10
12
11
10
11
14
17
17
15
10
9
11
14
15
14
14
16
17
18
17
18
18
18
16
13
10
7
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
1
2
3
6
10
11
13
16
15
13
14
16
16
15
16
19
20
21
23
25
27
29
32
34
34
35
37
40
43
43
36
36
38
41
46
49
51
52
52
53
54
53
52
51
50
49
47
47
47
48
48
47
46
45
45
46
47
48
49
51
53
55
58
60
63
64
62
60
58
57
57
56
54
53
52
51
49
48
48
47
47
47
48
48
48
49
50
51
52
52
52
53
53
54
53
55
56
59
59
60
60
58
59
57
55
51
48
46
41
75
72
70
67
66
64
62
59
55
53
48
40
33
28
22
16
13
11
12
14
17
17
17
19
23
25
26
27
30
31
33
34
36
36
36
36
35
35
36
38
38
39
40
39
39
38
37
33
30
27
25
23
22
19
20
20
20
21
20
21
21
21
18
16
14
11
11
10
11
12
13
13
15
16
16
17
19
18
18
18
17
16
15
14
13
12
12
15
16
16
15
13
11
6
6
7
8
9
10
12
11
8
5
6
8
8
7
6
5
3
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
